"ROI","Mean","Channel","Frame","Time","Sensor_Name","ROI_Name"
6,44.33,2,603,1806,"RFP","background"
1,5.225,1,604,1809,"GFP","Airpore Old 1"
2,5.988,1,604,1809,"GFP","Airpore Old 2"
3,7.774,1,604,1809,"GFP","Airpore Old 3"
4,3.295,1,604,1809,"GFP","Airpore Medium 1"
5,7.621,1,604,1809,"GFP","Airpore Medium 2"
6,5.879,1,604,1809,"GFP","background"
1,60.676,2,604,1809,"RFP","Airpore Old 1"
2,50.09,2,604,1809,"RFP","Airpore Old 2"
3,46.924,2,604,1809,"RFP","Airpore Old 3"
4,22.165,2,604,1809,"RFP","Airpore Medium 1"
5,63.177,2,604,1809,"RFP","Airpore Medium 2"
6,44.341,2,604,1809,"RFP","background"
1,5.342,1,605,1812,"GFP","Airpore Old 1"
2,6.031,1,605,1812,"GFP","Airpore Old 2"
3,7.789,1,605,1812,"GFP","Airpore Old 3"
4,3.007,1,605,1812,"GFP","Airpore Medium 1"
5,7.426,1,605,1812,"GFP","Airpore Medium 2"
6,5.885,1,605,1812,"GFP","background"
1,61.429,2,605,1812,"RFP","Airpore Old 1"
2,50.633,2,605,1812,"RFP","Airpore Old 2"
3,47.284,2,605,1812,"RFP","Airpore Old 3"
4,21.79,2,605,1812,"RFP","Airpore Medium 1"
5,64.611,2,605,1812,"RFP","Airpore Medium 2"
6,44.296,2,605,1812,"RFP","background"
1,5.485,1,606,1815,"GFP","Airpore Old 1"
2,6.03,1,606,1815,"GFP","Airpore Old 2"
3,8.03,1,606,1815,"GFP","Airpore Old 3"
4,3.095,1,606,1815,"GFP","Airpore Medium 1"
5,7.549,1,606,1815,"GFP","Airpore Medium 2"
6,5.97,1,606,1815,"GFP","background"
1,61.163,2,606,1815,"RFP","Airpore Old 1"
2,50.974,2,606,1815,"RFP","Airpore Old 2"
3,47.062,2,606,1815,"RFP","Airpore Old 3"
4,22.251,2,606,1815,"RFP","Airpore Medium 1"
5,63.501,2,606,1815,"RFP","Airpore Medium 2"
6,44.231,2,606,1815,"RFP","background"
1,5.532,1,607,1818,"GFP","Airpore Old 1"
2,5.952,1,607,1818,"GFP","Airpore Old 2"
3,7.422,1,607,1818,"GFP","Airpore Old 3"
4,3.013,1,607,1818,"GFP","Airpore Medium 1"
5,7.444,1,607,1818,"GFP","Airpore Medium 2"
6,5.89,1,607,1818,"GFP","background"
1,61.617,2,607,1818,"RFP","Airpore Old 1"
2,50.464,2,607,1818,"RFP","Airpore Old 2"
3,46.176,2,607,1818,"RFP","Airpore Old 3"
4,21.488,2,607,1818,"RFP","Airpore Medium 1"
5,63.935,2,607,1818,"RFP","Airpore Medium 2"
6,44.378,2,607,1818,"RFP","background"
1,5.365,1,608,1821,"GFP","Airpore Old 1"
2,6.105,1,608,1821,"GFP","Airpore Old 2"
3,7.733,1,608,1821,"GFP","Airpore Old 3"
4,3.083,1,608,1821,"GFP","Airpore Medium 1"
5,7.461,1,608,1821,"GFP","Airpore Medium 2"
6,5.906,1,608,1821,"GFP","background"
1,60.401,2,608,1821,"RFP","Airpore Old 1"
2,51.266,2,608,1821,"RFP","Airpore Old 2"
3,46.142,2,608,1821,"RFP","Airpore Old 3"
4,21.582,2,608,1821,"RFP","Airpore Medium 1"
5,63.158,2,608,1821,"RFP","Airpore Medium 2"
6,43.887,2,608,1821,"RFP","background"
1,5.305,1,609,1824,"GFP","Airpore Old 1"
2,5.971,1,609,1824,"GFP","Airpore Old 2"
3,7.818,1,609,1824,"GFP","Airpore Old 3"
4,2.956,1,609,1824,"GFP","Airpore Medium 1"
5,7.492,1,609,1824,"GFP","Airpore Medium 2"
6,5.868,1,609,1824,"GFP","background"
1,60.759,2,609,1824,"RFP","Airpore Old 1"
2,49.928,2,609,1824,"RFP","Airpore Old 2"
3,46.011,2,609,1824,"RFP","Airpore Old 3"
4,21.781,2,609,1824,"RFP","Airpore Medium 1"
5,64.13,2,609,1824,"RFP","Airpore Medium 2"
6,44.163,2,609,1824,"RFP","background"
1,5.352,1,610,1827,"GFP","Airpore Old 1"
2,6.031,1,610,1827,"GFP","Airpore Old 2"
3,7.731,1,610,1827,"GFP","Airpore Old 3"
4,3.111,1,610,1827,"GFP","Airpore Medium 1"
5,7.507,1,610,1827,"GFP","Airpore Medium 2"
6,5.938,1,610,1827,"GFP","background"
1,60.487,2,610,1827,"RFP","Airpore Old 1"
2,50.638,2,610,1827,"RFP","Airpore Old 2"
3,46.449,2,610,1827,"RFP","Airpore Old 3"
4,21.492,2,610,1827,"RFP","Airpore Medium 1"
5,63.091,2,610,1827,"RFP","Airpore Medium 2"
6,43.923,2,610,1827,"RFP","background"
1,5.433,1,611,1830,"GFP","Airpore Old 1"
2,5.893,1,611,1830,"GFP","Airpore Old 2"
3,7.745,1,611,1830,"GFP","Airpore Old 3"
4,3.042,1,611,1830,"GFP","Airpore Medium 1"
5,7.546,1,611,1830,"GFP","Airpore Medium 2"
6,5.828,1,611,1830,"GFP","background"
1,61.323,2,611,1830,"RFP","Airpore Old 1"
2,49.873,2,611,1830,"RFP","Airpore Old 2"
3,45.769,2,611,1830,"RFP","Airpore Old 3"
4,21.872,2,611,1830,"RFP","Airpore Medium 1"
5,62.894,2,611,1830,"RFP","Airpore Medium 2"
6,43.923,2,611,1830,"RFP","background"
1,5.323,1,612,1833,"GFP","Airpore Old 1"
2,6.048,1,612,1833,"GFP","Airpore Old 2"
3,7.651,1,612,1833,"GFP","Airpore Old 3"
4,3.214,1,612,1833,"GFP","Airpore Medium 1"
5,7.252,1,612,1833,"GFP","Airpore Medium 2"
6,5.823,1,612,1833,"GFP","background"
1,60.23,2,612,1833,"RFP","Airpore Old 1"
2,50.332,2,612,1833,"RFP","Airpore Old 2"
3,46.289,2,612,1833,"RFP","Airpore Old 3"
4,21.948,2,612,1833,"RFP","Airpore Medium 1"
5,64.16,2,612,1833,"RFP","Airpore Medium 2"
6,43.93,2,612,1833,"RFP","background"
1,5.341,1,613,1836,"GFP","Airpore Old 1"
2,5.98,1,613,1836,"GFP","Airpore Old 2"
3,7.548,1,613,1836,"GFP","Airpore Old 3"
4,3.098,1,613,1836,"GFP","Airpore Medium 1"
5,7.446,1,613,1836,"GFP","Airpore Medium 2"
6,5.839,1,613,1836,"GFP","background"
1,60.74,2,613,1836,"RFP","Airpore Old 1"
2,49.909,2,613,1836,"RFP","Airpore Old 2"
3,45.735,2,613,1836,"RFP","Airpore Old 3"
4,21.5,2,613,1836,"RFP","Airpore Medium 1"
5,63.609,2,613,1836,"RFP","Airpore Medium 2"
6,43.634,2,613,1836,"RFP","background"
1,5.357,1,614,1839,"GFP","Airpore Old 1"
2,5.953,1,614,1839,"GFP","Airpore Old 2"
3,7.782,1,614,1839,"GFP","Airpore Old 3"
4,3.206,1,614,1839,"GFP","Airpore Medium 1"
5,7.397,1,614,1839,"GFP","Airpore Medium 2"
6,5.79,1,614,1839,"GFP","background"
1,59.931,2,614,1839,"RFP","Airpore Old 1"
2,50.455,2,614,1839,"RFP","Airpore Old 2"
3,46.637,2,614,1839,"RFP","Airpore Old 3"
4,21.824,2,614,1839,"RFP","Airpore Medium 1"
5,63.875,2,614,1839,"RFP","Airpore Medium 2"
6,43.827,2,614,1839,"RFP","background"
1,5.358,1,615,1842,"GFP","Airpore Old 1"
2,5.906,1,615,1842,"GFP","Airpore Old 2"
3,7.588,1,615,1842,"GFP","Airpore Old 3"
4,3.235,1,615,1842,"GFP","Airpore Medium 1"
5,7.639,1,615,1842,"GFP","Airpore Medium 2"
6,5.807,1,615,1842,"GFP","background"
1,59.719,2,615,1842,"RFP","Airpore Old 1"
2,50.42,2,615,1842,"RFP","Airpore Old 2"
3,46.024,2,615,1842,"RFP","Airpore Old 3"
4,21.499,2,615,1842,"RFP","Airpore Medium 1"
5,63.881,2,615,1842,"RFP","Airpore Medium 2"
6,43.827,2,615,1842,"RFP","background"
1,5.286,1,616,1845,"GFP","Airpore Old 1"
2,6.096,1,616,1845,"GFP","Airpore Old 2"
3,7.584,1,616,1845,"GFP","Airpore Old 3"
4,3.04,1,616,1845,"GFP","Airpore Medium 1"
5,7.222,1,616,1845,"GFP","Airpore Medium 2"
6,5.797,1,616,1845,"GFP","background"
1,59.921,2,616,1845,"RFP","Airpore Old 1"
2,50.103,2,616,1845,"RFP","Airpore Old 2"
3,46.317,2,616,1845,"RFP","Airpore Old 3"
4,21.797,2,616,1845,"RFP","Airpore Medium 1"
5,64.106,2,616,1845,"RFP","Airpore Medium 2"
6,43.841,2,616,1845,"RFP","background"
1,5.275,1,617,1848,"GFP","Airpore Old 1"
2,5.937,1,617,1848,"GFP","Airpore Old 2"
3,7.991,1,617,1848,"GFP","Airpore Old 3"
4,3.235,1,617,1848,"GFP","Airpore Medium 1"
5,7.547,1,617,1848,"GFP","Airpore Medium 2"
6,5.936,1,617,1848,"GFP","background"
1,61.157,2,617,1848,"RFP","Airpore Old 1"
2,49.578,2,617,1848,"RFP","Airpore Old 2"
3,46.753,2,617,1848,"RFP","Airpore Old 3"
4,21.77,2,617,1848,"RFP","Airpore Medium 1"
5,63.247,2,617,1848,"RFP","Airpore Medium 2"
6,44.052,2,617,1848,"RFP","background"
1,5.338,1,618,1851,"GFP","Airpore Old 1"
2,6.088,1,618,1851,"GFP","Airpore Old 2"
3,7.656,1,618,1851,"GFP","Airpore Old 3"
4,2.975,1,618,1851,"GFP","Airpore Medium 1"
5,7.647,1,618,1851,"GFP","Airpore Medium 2"
6,5.876,1,618,1851,"GFP","background"
1,60.101,2,618,1851,"RFP","Airpore Old 1"
2,49.768,2,618,1851,"RFP","Airpore Old 2"
3,46.439,2,618,1851,"RFP","Airpore Old 3"
4,21.605,2,618,1851,"RFP","Airpore Medium 1"
5,63.44,2,618,1851,"RFP","Airpore Medium 2"
6,43.895,2,618,1851,"RFP","background"
1,5.527,1,619,1854,"GFP","Airpore Old 1"
2,6.094,1,619,1854,"GFP","Airpore Old 2"
3,7.751,1,619,1854,"GFP","Airpore Old 3"
4,2.985,1,619,1854,"GFP","Airpore Medium 1"
5,7.189,1,619,1854,"GFP","Airpore Medium 2"
6,5.814,1,619,1854,"GFP","background"
1,60.799,2,619,1854,"RFP","Airpore Old 1"
2,50.522,2,619,1854,"RFP","Airpore Old 2"
3,46.015,2,619,1854,"RFP","Airpore Old 3"
4,21.636,2,619,1854,"RFP","Airpore Medium 1"
5,63.258,2,619,1854,"RFP","Airpore Medium 2"
6,43.978,2,619,1854,"RFP","background"
1,5.3,1,620,1857,"GFP","Airpore Old 1"
2,5.831,1,620,1857,"GFP","Airpore Old 2"
3,7.519,1,620,1857,"GFP","Airpore Old 3"
4,3.122,1,620,1857,"GFP","Airpore Medium 1"
5,7.392,1,620,1857,"GFP","Airpore Medium 2"
6,5.654,1,620,1857,"GFP","background"
1,60.55,2,620,1857,"RFP","Airpore Old 1"
2,49.882,2,620,1857,"RFP","Airpore Old 2"
3,46.183,2,620,1857,"RFP","Airpore Old 3"
4,21.952,2,620,1857,"RFP","Airpore Medium 1"
5,63.496,2,620,1857,"RFP","Airpore Medium 2"
6,43.82,2,620,1857,"RFP","background"
1,5.433,1,621,1860,"GFP","Airpore Old 1"
2,5.692,1,621,1860,"GFP","Airpore Old 2"
3,7.625,1,621,1860,"GFP","Airpore Old 3"
4,3.026,1,621,1860,"GFP","Airpore Medium 1"
5,7.095,1,621,1860,"GFP","Airpore Medium 2"
6,5.895,1,621,1860,"GFP","background"
1,60.367,2,621,1860,"RFP","Airpore Old 1"
2,49.761,2,621,1860,"RFP","Airpore Old 2"
3,46.161,2,621,1860,"RFP","Airpore Old 3"
4,21.86,2,621,1860,"RFP","Airpore Medium 1"
5,63.375,2,621,1860,"RFP","Airpore Medium 2"
6,43.95,2,621,1860,"RFP","background"
1,5.284,1,622,1863,"GFP","Airpore Old 1"
2,5.876,1,622,1863,"GFP","Airpore Old 2"
3,7.674,1,622,1863,"GFP","Airpore Old 3"
4,2.899,1,622,1863,"GFP","Airpore Medium 1"
5,7.368,1,622,1863,"GFP","Airpore Medium 2"
6,5.79,1,622,1863,"GFP","background"
1,60.49,2,622,1863,"RFP","Airpore Old 1"
2,50.434,2,622,1863,"RFP","Airpore Old 2"
3,46.267,2,622,1863,"RFP","Airpore Old 3"
4,21.235,2,622,1863,"RFP","Airpore Medium 1"
5,63.313,2,622,1863,"RFP","Airpore Medium 2"
6,43.831,2,622,1863,"RFP","background"
1,5.292,1,623,1866,"GFP","Airpore Old 1"
2,6.08,1,623,1866,"GFP","Airpore Old 2"
3,7.707,1,623,1866,"GFP","Airpore Old 3"
4,2.918,1,623,1866,"GFP","Airpore Medium 1"
5,7.444,1,623,1866,"GFP","Airpore Medium 2"
6,5.769,1,623,1866,"GFP","background"
1,59.881,2,623,1866,"RFP","Airpore Old 1"
2,49.946,2,623,1866,"RFP","Airpore Old 2"
3,46.294,2,623,1866,"RFP","Airpore Old 3"
4,21.447,2,623,1866,"RFP","Airpore Medium 1"
5,64.159,2,623,1866,"RFP","Airpore Medium 2"
6,43.708,2,623,1866,"RFP","background"
1,5.439,1,624,1869,"GFP","Airpore Old 1"
2,6.169,1,624,1869,"GFP","Airpore Old 2"
3,7.702,1,624,1869,"GFP","Airpore Old 3"
4,3.132,1,624,1869,"GFP","Airpore Medium 1"
5,7.542,1,624,1869,"GFP","Airpore Medium 2"
6,5.867,1,624,1869,"GFP","background"
1,60.76,2,624,1869,"RFP","Airpore Old 1"
2,50.457,2,624,1869,"RFP","Airpore Old 2"
3,46.745,2,624,1869,"RFP","Airpore Old 3"
4,21.262,2,624,1869,"RFP","Airpore Medium 1"
5,63.43,2,624,1869,"RFP","Airpore Medium 2"
6,44.261,2,624,1869,"RFP","background"
1,5.465,1,625,1872,"GFP","Airpore Old 1"
2,5.917,1,625,1872,"GFP","Airpore Old 2"
3,7.805,1,625,1872,"GFP","Airpore Old 3"
4,3.08,1,625,1872,"GFP","Airpore Medium 1"
5,7.452,1,625,1872,"GFP","Airpore Medium 2"
6,5.705,1,625,1872,"GFP","background"
1,60.615,2,625,1872,"RFP","Airpore Old 1"
2,50.401,2,625,1872,"RFP","Airpore Old 2"
3,46.355,2,625,1872,"RFP","Airpore Old 3"
4,21.625,2,625,1872,"RFP","Airpore Medium 1"
5,64.11,2,625,1872,"RFP","Airpore Medium 2"
6,44.042,2,625,1872,"RFP","background"
1,5.441,1,626,1875,"GFP","Airpore Old 1"
2,6.017,1,626,1875,"GFP","Airpore Old 2"
3,7.642,1,626,1875,"GFP","Airpore Old 3"
4,3.046,1,626,1875,"GFP","Airpore Medium 1"
5,7.333,1,626,1875,"GFP","Airpore Medium 2"
6,5.841,1,626,1875,"GFP","background"
1,60.446,2,626,1875,"RFP","Airpore Old 1"
2,49.904,2,626,1875,"RFP","Airpore Old 2"
3,46.586,2,626,1875,"RFP","Airpore Old 3"
4,21.191,2,626,1875,"RFP","Airpore Medium 1"
5,63.379,2,626,1875,"RFP","Airpore Medium 2"
6,44.008,2,626,1875,"RFP","background"
1,5.517,1,627,1878,"GFP","Airpore Old 1"
2,5.959,1,627,1878,"GFP","Airpore Old 2"
3,7.707,1,627,1878,"GFP","Airpore Old 3"
4,3.119,1,627,1878,"GFP","Airpore Medium 1"
5,7.449,1,627,1878,"GFP","Airpore Medium 2"
6,5.777,1,627,1878,"GFP","background"
1,61.078,2,627,1878,"RFP","Airpore Old 1"
2,50.301,2,627,1878,"RFP","Airpore Old 2"
3,46.211,2,627,1878,"RFP","Airpore Old 3"
4,21.419,2,627,1878,"RFP","Airpore Medium 1"
5,64.325,2,627,1878,"RFP","Airpore Medium 2"
6,43.402,2,627,1878,"RFP","background"
1,5.391,1,628,1881,"GFP","Airpore Old 1"
2,6.121,1,628,1881,"GFP","Airpore Old 2"
3,7.648,1,628,1881,"GFP","Airpore Old 3"
4,3.004,1,628,1881,"GFP","Airpore Medium 1"
5,7.465,1,628,1881,"GFP","Airpore Medium 2"
6,5.863,1,628,1881,"GFP","background"
1,60.365,2,628,1881,"RFP","Airpore Old 1"
2,49.124,2,628,1881,"RFP","Airpore Old 2"
3,46.295,2,628,1881,"RFP","Airpore Old 3"
4,21.129,2,628,1881,"RFP","Airpore Medium 1"
5,64.317,2,628,1881,"RFP","Airpore Medium 2"
6,43.87,2,628,1881,"RFP","background"
1,5.337,1,629,1884,"GFP","Airpore Old 1"
2,6.04,1,629,1884,"GFP","Airpore Old 2"
3,7.63,1,629,1884,"GFP","Airpore Old 3"
4,3.002,1,629,1884,"GFP","Airpore Medium 1"
5,7.28,1,629,1884,"GFP","Airpore Medium 2"
6,5.812,1,629,1884,"GFP","background"
1,60.255,2,629,1884,"RFP","Airpore Old 1"
2,50.334,2,629,1884,"RFP","Airpore Old 2"
3,46.454,2,629,1884,"RFP","Airpore Old 3"
4,21.283,2,629,1884,"RFP","Airpore Medium 1"
5,64.049,2,629,1884,"RFP","Airpore Medium 2"
6,43.839,2,629,1884,"RFP","background"
1,5.374,1,630,1887,"GFP","Airpore Old 1"
2,5.937,1,630,1887,"GFP","Airpore Old 2"
3,7.672,1,630,1887,"GFP","Airpore Old 3"
4,3.167,1,630,1887,"GFP","Airpore Medium 1"
5,7.487,1,630,1887,"GFP","Airpore Medium 2"
6,5.894,1,630,1887,"GFP","background"
1,61.019,2,630,1887,"RFP","Airpore Old 1"
2,50.066,2,630,1887,"RFP","Airpore Old 2"
3,46.407,2,630,1887,"RFP","Airpore Old 3"
4,22.002,2,630,1887,"RFP","Airpore Medium 1"
5,63.598,2,630,1887,"RFP","Airpore Medium 2"
6,43.763,2,630,1887,"RFP","background"
1,5.423,1,631,1890,"GFP","Airpore Old 1"
2,6.184,1,631,1890,"GFP","Airpore Old 2"
3,7.627,1,631,1890,"GFP","Airpore Old 3"
4,3.119,1,631,1890,"GFP","Airpore Medium 1"
5,7.508,1,631,1890,"GFP","Airpore Medium 2"
6,5.83,1,631,1890,"GFP","background"
1,60.686,2,631,1890,"RFP","Airpore Old 1"
2,51.052,2,631,1890,"RFP","Airpore Old 2"
3,46.759,2,631,1890,"RFP","Airpore Old 3"
4,21.573,2,631,1890,"RFP","Airpore Medium 1"
5,63.306,2,631,1890,"RFP","Airpore Medium 2"
6,43.769,2,631,1890,"RFP","background"
1,5.205,1,632,1893,"GFP","Airpore Old 1"
2,5.947,1,632,1893,"GFP","Airpore Old 2"
3,7.669,1,632,1893,"GFP","Airpore Old 3"
4,2.949,1,632,1893,"GFP","Airpore Medium 1"
5,7.426,1,632,1893,"GFP","Airpore Medium 2"
6,5.738,1,632,1893,"GFP","background"
1,60.182,2,632,1893,"RFP","Airpore Old 1"
2,50.177,2,632,1893,"RFP","Airpore Old 2"
3,46.024,2,632,1893,"RFP","Airpore Old 3"
4,21.278,2,632,1893,"RFP","Airpore Medium 1"
5,64.192,2,632,1893,"RFP","Airpore Medium 2"
6,43.781,2,632,1893,"RFP","background"
1,5.352,1,633,1896,"GFP","Airpore Old 1"
2,5.925,1,633,1896,"GFP","Airpore Old 2"
3,7.608,1,633,1896,"GFP","Airpore Old 3"
4,3.066,1,633,1896,"GFP","Airpore Medium 1"
5,7.478,1,633,1896,"GFP","Airpore Medium 2"
6,5.772,1,633,1896,"GFP","background"
1,60.325,2,633,1896,"RFP","Airpore Old 1"
2,50.274,2,633,1896,"RFP","Airpore Old 2"
3,46.609,2,633,1896,"RFP","Airpore Old 3"
4,21.192,2,633,1896,"RFP","Airpore Medium 1"
5,63.143,2,633,1896,"RFP","Airpore Medium 2"
6,43.592,2,633,1896,"RFP","background"
1,5.296,1,634,1899,"GFP","Airpore Old 1"
2,6.004,1,634,1899,"GFP","Airpore Old 2"
3,7.532,1,634,1899,"GFP","Airpore Old 3"
4,3.154,1,634,1899,"GFP","Airpore Medium 1"
5,7.214,1,634,1899,"GFP","Airpore Medium 2"
6,5.776,1,634,1899,"GFP","background"
1,60.08,2,634,1899,"RFP","Airpore Old 1"
2,49.98,2,634,1899,"RFP","Airpore Old 2"
3,46.554,2,634,1899,"RFP","Airpore Old 3"
4,21.17,2,634,1899,"RFP","Airpore Medium 1"
5,63.996,2,634,1899,"RFP","Airpore Medium 2"
6,43.862,2,634,1899,"RFP","background"
1,5.26,1,635,1902,"GFP","Airpore Old 1"
2,6.088,1,635,1902,"GFP","Airpore Old 2"
3,7.721,1,635,1902,"GFP","Airpore Old 3"
4,2.985,1,635,1902,"GFP","Airpore Medium 1"
5,7.628,1,635,1902,"GFP","Airpore Medium 2"
6,5.836,1,635,1902,"GFP","background"
1,60.884,2,635,1902,"RFP","Airpore Old 1"
2,50.111,2,635,1902,"RFP","Airpore Old 2"
3,46.407,2,635,1902,"RFP","Airpore Old 3"
4,21.228,2,635,1902,"RFP","Airpore Medium 1"
5,64.095,2,635,1902,"RFP","Airpore Medium 2"
6,43.54,2,635,1902,"RFP","background"
1,5.311,1,636,1905,"GFP","Airpore Old 1"
2,6.019,1,636,1905,"GFP","Airpore Old 2"
3,7.943,1,636,1905,"GFP","Airpore Old 3"
4,2.906,1,636,1905,"GFP","Airpore Medium 1"
5,7.333,1,636,1905,"GFP","Airpore Medium 2"
6,5.743,1,636,1905,"GFP","background"
1,61.122,2,636,1905,"RFP","Airpore Old 1"
2,50.132,2,636,1905,"RFP","Airpore Old 2"
3,46.202,2,636,1905,"RFP","Airpore Old 3"
4,21.43,2,636,1905,"RFP","Airpore Medium 1"
5,63.497,2,636,1905,"RFP","Airpore Medium 2"
6,43.925,2,636,1905,"RFP","background"
1,5.415,1,637,1908,"GFP","Airpore Old 1"
2,6.144,1,637,1908,"GFP","Airpore Old 2"
3,7.86,1,637,1908,"GFP","Airpore Old 3"
4,2.989,1,637,1908,"GFP","Airpore Medium 1"
5,7.427,1,637,1908,"GFP","Airpore Medium 2"
6,5.787,1,637,1908,"GFP","background"
1,61.157,2,637,1908,"RFP","Airpore Old 1"
2,50.044,2,637,1908,"RFP","Airpore Old 2"
3,46.232,2,637,1908,"RFP","Airpore Old 3"
4,21.766,2,637,1908,"RFP","Airpore Medium 1"
5,62.874,2,637,1908,"RFP","Airpore Medium 2"
6,43.673,2,637,1908,"RFP","background"
1,5.493,1,638,1911,"GFP","Airpore Old 1"
2,5.944,1,638,1911,"GFP","Airpore Old 2"
3,7.712,1,638,1911,"GFP","Airpore Old 3"
4,3.282,1,638,1911,"GFP","Airpore Medium 1"
5,7.487,1,638,1911,"GFP","Airpore Medium 2"
6,5.783,1,638,1911,"GFP","background"
1,60.104,2,638,1911,"RFP","Airpore Old 1"
2,50.044,2,638,1911,"RFP","Airpore Old 2"
3,46.588,2,638,1911,"RFP","Airpore Old 3"
4,21.585,2,638,1911,"RFP","Airpore Medium 1"
5,63.802,2,638,1911,"RFP","Airpore Medium 2"
6,43.792,2,638,1911,"RFP","background"
1,5.347,1,639,1914,"GFP","Airpore Old 1"
2,5.968,1,639,1914,"GFP","Airpore Old 2"
3,7.507,1,639,1914,"GFP","Airpore Old 3"
4,2.97,1,639,1914,"GFP","Airpore Medium 1"
5,7.408,1,639,1914,"GFP","Airpore Medium 2"
6,5.757,1,639,1914,"GFP","background"
1,60.512,2,639,1914,"RFP","Airpore Old 1"
2,50.627,2,639,1914,"RFP","Airpore Old 2"
3,46.324,2,639,1914,"RFP","Airpore Old 3"
4,21.888,2,639,1914,"RFP","Airpore Medium 1"
5,63.586,2,639,1914,"RFP","Airpore Medium 2"
6,43.893,2,639,1914,"RFP","background"
1,5.481,1,640,1917,"GFP","Airpore Old 1"
2,6.036,1,640,1917,"GFP","Airpore Old 2"
3,7.907,1,640,1917,"GFP","Airpore Old 3"
4,3.111,1,640,1917,"GFP","Airpore Medium 1"
5,7.459,1,640,1917,"GFP","Airpore Medium 2"
6,5.789,1,640,1917,"GFP","background"
1,60.49,2,640,1917,"RFP","Airpore Old 1"
2,50.297,2,640,1917,"RFP","Airpore Old 2"
3,47.051,2,640,1917,"RFP","Airpore Old 3"
4,21.319,2,640,1917,"RFP","Airpore Medium 1"
5,64.379,2,640,1917,"RFP","Airpore Medium 2"
6,43.67,2,640,1917,"RFP","background"
1,5.522,1,641,1920,"GFP","Airpore Old 1"
2,5.779,1,641,1920,"GFP","Airpore Old 2"
3,7.711,1,641,1920,"GFP","Airpore Old 3"
4,3.027,1,641,1920,"GFP","Airpore Medium 1"
5,7.721,1,641,1920,"GFP","Airpore Medium 2"
6,5.754,1,641,1920,"GFP","background"
1,60.226,2,641,1920,"RFP","Airpore Old 1"
2,50.185,2,641,1920,"RFP","Airpore Old 2"
3,46.302,2,641,1920,"RFP","Airpore Old 3"
4,21.836,2,641,1920,"RFP","Airpore Medium 1"
5,63.483,2,641,1920,"RFP","Airpore Medium 2"
6,43.684,2,641,1920,"RFP","background"
1,5.363,1,642,1923,"GFP","Airpore Old 1"
2,5.892,1,642,1923,"GFP","Airpore Old 2"
3,7.514,1,642,1923,"GFP","Airpore Old 3"
4,3.14,1,642,1923,"GFP","Airpore Medium 1"
5,7.465,1,642,1923,"GFP","Airpore Medium 2"
6,5.734,1,642,1923,"GFP","background"
1,60.56,2,642,1923,"RFP","Airpore Old 1"
2,50.541,2,642,1923,"RFP","Airpore Old 2"
3,46.616,2,642,1923,"RFP","Airpore Old 3"
4,21.633,2,642,1923,"RFP","Airpore Medium 1"
5,63.828,2,642,1923,"RFP","Airpore Medium 2"
6,43.69,2,642,1923,"RFP","background"
1,5.402,1,643,1926,"GFP","Airpore Old 1"
2,6.049,1,643,1926,"GFP","Airpore Old 2"
3,7.998,1,643,1926,"GFP","Airpore Old 3"
4,3.125,1,643,1926,"GFP","Airpore Medium 1"
5,7.467,1,643,1926,"GFP","Airpore Medium 2"
6,5.777,1,643,1926,"GFP","background"
1,60.373,2,643,1926,"RFP","Airpore Old 1"
2,50.157,2,643,1926,"RFP","Airpore Old 2"
3,46.497,2,643,1926,"RFP","Airpore Old 3"
4,21.387,2,643,1926,"RFP","Airpore Medium 1"
5,64.155,2,643,1926,"RFP","Airpore Medium 2"
6,43.925,2,643,1926,"RFP","background"
1,5.544,1,644,1929,"GFP","Airpore Old 1"
2,6.038,1,644,1929,"GFP","Airpore Old 2"
3,7.723,1,644,1929,"GFP","Airpore Old 3"
4,3.064,1,644,1929,"GFP","Airpore Medium 1"
5,7.462,1,644,1929,"GFP","Airpore Medium 2"
6,5.789,1,644,1929,"GFP","background"
1,59.908,2,644,1929,"RFP","Airpore Old 1"
2,50.611,2,644,1929,"RFP","Airpore Old 2"
3,46.454,2,644,1929,"RFP","Airpore Old 3"
4,21.72,2,644,1929,"RFP","Airpore Medium 1"
5,64.081,2,644,1929,"RFP","Airpore Medium 2"
6,43.496,2,644,1929,"RFP","background"
1,5.418,1,645,1932,"GFP","Airpore Old 1"
2,5.991,1,645,1932,"GFP","Airpore Old 2"
3,7.513,1,645,1932,"GFP","Airpore Old 3"
4,2.994,1,645,1932,"GFP","Airpore Medium 1"
5,7.511,1,645,1932,"GFP","Airpore Medium 2"
6,5.807,1,645,1932,"GFP","background"
1,60.848,2,645,1932,"RFP","Airpore Old 1"
2,51.146,2,645,1932,"RFP","Airpore Old 2"
3,46.796,2,645,1932,"RFP","Airpore Old 3"
4,21.124,2,645,1932,"RFP","Airpore Medium 1"
5,64.113,2,645,1932,"RFP","Airpore Medium 2"
6,43.609,2,645,1932,"RFP","background"
1,5.322,1,646,1935,"GFP","Airpore Old 1"
2,6.071,1,646,1935,"GFP","Airpore Old 2"
3,7.665,1,646,1935,"GFP","Airpore Old 3"
4,3.065,1,646,1935,"GFP","Airpore Medium 1"
5,7.637,1,646,1935,"GFP","Airpore Medium 2"
6,5.773,1,646,1935,"GFP","background"
1,60.535,2,646,1935,"RFP","Airpore Old 1"
2,50.31,2,646,1935,"RFP","Airpore Old 2"
3,46.526,2,646,1935,"RFP","Airpore Old 3"
