"ROI","Mean","Channel","Frame","Time","Sensor_Name","ROI_Name"
1,6.158,1,45,132,"GFP","Airpore Old 1"
2,6.804,1,45,132,"GFP","Airpore Old 2"
3,8.858,1,45,132,"GFP","Airpore Old 3"
4,5.302,1,45,132,"GFP","Airpore Medium 1"
5,8.354,1,45,132,"GFP","Airpore Medium 2"
6,7.72,1,45,132,"GFP","background"
1,65.563,2,45,132,"RFP","Airpore Old 1"
2,59.971,2,45,132,"RFP","Airpore Old 2"
3,47.464,2,45,132,"RFP","Airpore Old 3"
4,35.655,2,45,132,"RFP","Airpore Medium 1"
5,63.29,2,45,132,"RFP","Airpore Medium 2"
6,52.911,2,45,132,"RFP","background"
1,6.23,1,46,135,"GFP","Airpore Old 1"
2,6.816,1,46,135,"GFP","Airpore Old 2"
3,9.16,1,46,135,"GFP","Airpore Old 3"
4,5.28,1,46,135,"GFP","Airpore Medium 1"
5,8.128,1,46,135,"GFP","Airpore Medium 2"
6,7.783,1,46,135,"GFP","background"
1,65.955,2,46,135,"RFP","Airpore Old 1"
2,60.15,2,46,135,"RFP","Airpore Old 2"
3,46.838,2,46,135,"RFP","Airpore Old 3"
4,35.397,2,46,135,"RFP","Airpore Medium 1"
5,63.163,2,46,135,"RFP","Airpore Medium 2"
6,53.004,2,46,135,"RFP","background"
1,6.339,1,47,138,"GFP","Airpore Old 1"
2,6.863,1,47,138,"GFP","Airpore Old 2"
3,8.824,1,47,138,"GFP","Airpore Old 3"
4,5.282,1,47,138,"GFP","Airpore Medium 1"
5,8.122,1,47,138,"GFP","Airpore Medium 2"
6,7.819,1,47,138,"GFP","background"
1,65.276,2,47,138,"RFP","Airpore Old 1"
2,59.81,2,47,138,"RFP","Airpore Old 2"
3,47.04,2,47,138,"RFP","Airpore Old 3"
4,35.272,2,47,138,"RFP","Airpore Medium 1"
5,62.638,2,47,138,"RFP","Airpore Medium 2"
6,53.306,2,47,138,"RFP","background"
1,6.292,1,48,141,"GFP","Airpore Old 1"
2,6.653,1,48,141,"GFP","Airpore Old 2"
3,9.027,1,48,141,"GFP","Airpore Old 3"
4,5.508,1,48,141,"GFP","Airpore Medium 1"
5,8.149,1,48,141,"GFP","Airpore Medium 2"
6,7.735,1,48,141,"GFP","background"
1,65.943,2,48,141,"RFP","Airpore Old 1"
2,60.275,2,48,141,"RFP","Airpore Old 2"
3,47.417,2,48,141,"RFP","Airpore Old 3"
4,35.192,2,48,141,"RFP","Airpore Medium 1"
5,62.732,2,48,141,"RFP","Airpore Medium 2"
6,53.018,2,48,141,"RFP","background"
1,6.526,1,49,144,"GFP","Airpore Old 1"
2,6.894,1,49,144,"GFP","Airpore Old 2"
3,9.219,1,49,144,"GFP","Airpore Old 3"
4,5.284,1,49,144,"GFP","Airpore Medium 1"
5,8.162,1,49,144,"GFP","Airpore Medium 2"
6,7.771,1,49,144,"GFP","background"
1,65.325,2,49,144,"RFP","Airpore Old 1"
2,60.367,2,49,144,"RFP","Airpore Old 2"
3,46.55,2,49,144,"RFP","Airpore Old 3"
4,34.957,2,49,144,"RFP","Airpore Medium 1"
5,63.398,2,49,144,"RFP","Airpore Medium 2"
6,52.852,2,49,144,"RFP","background"
1,6.098,1,50,147,"GFP","Airpore Old 1"
2,6.963,1,50,147,"GFP","Airpore Old 2"
3,9.067,1,50,147,"GFP","Airpore Old 3"
4,5.376,1,50,147,"GFP","Airpore Medium 1"
5,7.991,1,50,147,"GFP","Airpore Medium 2"
6,7.851,1,50,147,"GFP","background"
1,66.776,2,50,147,"RFP","Airpore Old 1"
2,60.329,2,50,147,"RFP","Airpore Old 2"
3,47.194,2,50,147,"RFP","Airpore Old 3"
4,35.56,2,50,147,"RFP","Airpore Medium 1"
5,63.578,2,50,147,"RFP","Airpore Medium 2"
6,53.228,2,50,147,"RFP","background"
1,6.112,1,51,150,"GFP","Airpore Old 1"
2,6.734,1,51,150,"GFP","Airpore Old 2"
3,8.906,1,51,150,"GFP","Airpore Old 3"
4,5.184,1,51,150,"GFP","Airpore Medium 1"
5,8.188,1,51,150,"GFP","Airpore Medium 2"
6,7.845,1,51,150,"GFP","background"
1,65.37,2,51,150,"RFP","Airpore Old 1"
2,59.781,2,51,150,"RFP","Airpore Old 2"
3,46.46,2,51,150,"RFP","Airpore Old 3"
4,35.854,2,51,150,"RFP","Airpore Medium 1"
5,63.227,2,51,150,"RFP","Airpore Medium 2"
6,52.89,2,51,150,"RFP","background"
1,6.176,1,52,153,"GFP","Airpore Old 1"
2,6.871,1,52,153,"GFP","Airpore Old 2"
3,9.224,1,52,153,"GFP","Airpore Old 3"
4,5.364,1,52,153,"GFP","Airpore Medium 1"
5,8.144,1,52,153,"GFP","Airpore Medium 2"
6,7.832,1,52,153,"GFP","background"
1,65.014,2,52,153,"RFP","Airpore Old 1"
2,60.232,2,52,153,"RFP","Airpore Old 2"
3,47.35,2,52,153,"RFP","Airpore Old 3"
4,35.009,2,52,153,"RFP","Airpore Medium 1"
5,63.088,2,52,153,"RFP","Airpore Medium 2"
6,52.964,2,52,153,"RFP","background"
1,6.234,1,53,156,"GFP","Airpore Old 1"
2,6.595,1,53,156,"GFP","Airpore Old 2"
3,8.811,1,53,156,"GFP","Airpore Old 3"
4,5.218,1,53,156,"GFP","Airpore Medium 1"
5,8.132,1,53,156,"GFP","Airpore Medium 2"
6,7.666,1,53,156,"GFP","background"
1,65.978,2,53,156,"RFP","Airpore Old 1"
2,59.727,2,53,156,"RFP","Airpore Old 2"
3,46.14,2,53,156,"RFP","Airpore Old 3"
4,34.447,2,53,156,"RFP","Airpore Medium 1"
5,63.187,2,53,156,"RFP","Airpore Medium 2"
6,52.679,2,53,156,"RFP","background"
1,6.396,1,54,159,"GFP","Airpore Old 1"
2,6.566,1,54,159,"GFP","Airpore Old 2"
3,8.964,1,54,159,"GFP","Airpore Old 3"
4,5.318,1,54,159,"GFP","Airpore Medium 1"
5,7.849,1,54,159,"GFP","Airpore Medium 2"
6,7.74,1,54,159,"GFP","background"
1,65.457,2,54,159,"RFP","Airpore Old 1"
2,60.016,2,54,159,"RFP","Airpore Old 2"
3,46.621,2,54,159,"RFP","Airpore Old 3"
4,34.892,2,54,159,"RFP","Airpore Medium 1"
5,63.027,2,54,159,"RFP","Airpore Medium 2"
6,52.588,2,54,159,"RFP","background"
1,6.192,1,55,162,"GFP","Airpore Old 1"
2,6.482,1,55,162,"GFP","Airpore Old 2"
3,9.017,1,55,162,"GFP","Airpore Old 3"
4,5.366,1,55,162,"GFP","Airpore Medium 1"
5,8.104,1,55,162,"GFP","Airpore Medium 2"
6,7.757,1,55,162,"GFP","background"
1,66.25,2,55,162,"RFP","Airpore Old 1"
2,59.481,2,55,162,"RFP","Airpore Old 2"
3,47.017,2,55,162,"RFP","Airpore Old 3"
4,34.734,2,55,162,"RFP","Airpore Medium 1"
5,62.672,2,55,162,"RFP","Airpore Medium 2"
6,52.976,2,55,162,"RFP","background"
1,6.253,1,56,165,"GFP","Airpore Old 1"
2,6.685,1,56,165,"GFP","Airpore Old 2"
3,8.977,1,56,165,"GFP","Airpore Old 3"
4,5.305,1,56,165,"GFP","Airpore Medium 1"
5,8.113,1,56,165,"GFP","Airpore Medium 2"
6,7.825,1,56,165,"GFP","background"
1,65.717,2,56,165,"RFP","Airpore Old 1"
2,59.07,2,56,165,"RFP","Airpore Old 2"
3,47.198,2,56,165,"RFP","Airpore Old 3"
4,34.985,2,56,165,"RFP","Airpore Medium 1"
5,61.962,2,56,165,"RFP","Airpore Medium 2"
6,52.344,2,56,165,"RFP","background"
1,6.205,1,57,168,"GFP","Airpore Old 1"
2,6.779,1,57,168,"GFP","Airpore Old 2"
3,9.247,1,57,168,"GFP","Airpore Old 3"
4,5.415,1,57,168,"GFP","Airpore Medium 1"
5,8.083,1,57,168,"GFP","Airpore Medium 2"
6,7.789,1,57,168,"GFP","background"
1,66.661,2,57,168,"RFP","Airpore Old 1"
2,58.797,2,57,168,"RFP","Airpore Old 2"
3,47.115,2,57,168,"RFP","Airpore Old 3"
4,35.361,2,57,168,"RFP","Airpore Medium 1"
5,62.895,2,57,168,"RFP","Airpore Medium 2"
6,52.905,2,57,168,"RFP","background"
1,5.886,1,58,171,"GFP","Airpore Old 1"
2,6.69,1,58,171,"GFP","Airpore Old 2"
3,9.048,1,58,171,"GFP","Airpore Old 3"
4,5.178,1,58,171,"GFP","Airpore Medium 1"
5,8.085,1,58,171,"GFP","Airpore Medium 2"
6,7.78,1,58,171,"GFP","background"
1,66.509,2,58,171,"RFP","Airpore Old 1"
2,59.415,2,58,171,"RFP","Airpore Old 2"
3,47.317,2,58,171,"RFP","Airpore Old 3"
4,35.325,2,58,171,"RFP","Airpore Medium 1"
5,62.251,2,58,171,"RFP","Airpore Medium 2"
6,52.815,2,58,171,"RFP","background"
1,6.228,1,59,174,"GFP","Airpore Old 1"
2,6.611,1,59,174,"GFP","Airpore Old 2"
3,8.73,1,59,174,"GFP","Airpore Old 3"
4,5.158,1,59,174,"GFP","Airpore Medium 1"
5,8.478,1,59,174,"GFP","Airpore Medium 2"
6,7.799,1,59,174,"GFP","background"
1,65.799,2,59,174,"RFP","Airpore Old 1"
2,59.553,2,59,174,"RFP","Airpore Old 2"
3,46.475,2,59,174,"RFP","Airpore Old 3"
4,34.669,2,59,174,"RFP","Airpore Medium 1"
5,63.117,2,59,174,"RFP","Airpore Medium 2"
6,52.807,2,59,174,"RFP","background"
1,6.156,1,60,177,"GFP","Airpore Old 1"
2,6.586,1,60,177,"GFP","Airpore Old 2"
3,9.191,1,60,177,"GFP","Airpore Old 3"
4,5.221,1,60,177,"GFP","Airpore Medium 1"
5,8.117,1,60,177,"GFP","Airpore Medium 2"
6,7.778,1,60,177,"GFP","background"
1,65.664,2,60,177,"RFP","Airpore Old 1"
2,59.735,2,60,177,"RFP","Airpore Old 2"
3,46.68,2,60,177,"RFP","Airpore Old 3"
4,34.998,2,60,177,"RFP","Airpore Medium 1"
5,62.747,2,60,177,"RFP","Airpore Medium 2"
6,53.032,2,60,177,"RFP","background"
1,6.28,1,61,180,"GFP","Airpore Old 1"
2,6.846,1,61,180,"GFP","Airpore Old 2"
3,9.078,1,61,180,"GFP","Airpore Old 3"
4,5.349,1,61,180,"GFP","Airpore Medium 1"
5,8.079,1,61,180,"GFP","Airpore Medium 2"
6,7.824,1,61,180,"GFP","background"
1,65.149,2,61,180,"RFP","Airpore Old 1"
2,59.58,2,61,180,"RFP","Airpore Old 2"
3,47.407,2,61,180,"RFP","Airpore Old 3"
4,34.392,2,61,180,"RFP","Airpore Medium 1"
5,62.889,2,61,180,"RFP","Airpore Medium 2"
6,52.664,2,61,180,"RFP","background"
1,6.326,1,62,183,"GFP","Airpore Old 1"
2,6.789,1,62,183,"GFP","Airpore Old 2"
3,8.878,1,62,183,"GFP","Airpore Old 3"
4,5.121,1,62,183,"GFP","Airpore Medium 1"
5,7.973,1,62,183,"GFP","Airpore Medium 2"
6,7.933,1,62,183,"GFP","background"
1,65.625,2,62,183,"RFP","Airpore Old 1"
2,59.714,2,62,183,"RFP","Airpore Old 2"
3,47.575,2,62,183,"RFP","Airpore Old 3"
4,34.619,2,62,183,"RFP","Airpore Medium 1"
5,62.513,2,62,183,"RFP","Airpore Medium 2"
6,52.863,2,62,183,"RFP","background"
1,6.303,1,63,186,"GFP","Airpore Old 1"
2,6.676,1,63,186,"GFP","Airpore Old 2"
3,9.048,1,63,186,"GFP","Airpore Old 3"
4,5.21,1,63,186,"GFP","Airpore Medium 1"
5,8.265,1,63,186,"GFP","Airpore Medium 2"
6,7.788,1,63,186,"GFP","background"
1,65.71,2,63,186,"RFP","Airpore Old 1"
2,59.337,2,63,186,"RFP","Airpore Old 2"
3,46.947,2,63,186,"RFP","Airpore Old 3"
4,34.904,2,63,186,"RFP","Airpore Medium 1"
5,62.795,2,63,186,"RFP","Airpore Medium 2"
6,52.712,2,63,186,"RFP","background"
1,6.3,1,64,189,"GFP","Airpore Old 1"
2,6.827,1,64,189,"GFP","Airpore Old 2"
3,8.891,1,64,189,"GFP","Airpore Old 3"
4,5.198,1,64,189,"GFP","Airpore Medium 1"
5,8.224,1,64,189,"GFP","Airpore Medium 2"
6,7.732,1,64,189,"GFP","background"
1,65.582,2,64,189,"RFP","Airpore Old 1"
2,59.221,2,64,189,"RFP","Airpore Old 2"
3,47.155,2,64,189,"RFP","Airpore Old 3"
4,34.584,2,64,189,"RFP","Airpore Medium 1"
5,62.635,2,64,189,"RFP","Airpore Medium 2"
6,52.576,2,64,189,"RFP","background"
1,6.089,1,65,192,"GFP","Airpore Old 1"
2,6.803,1,65,192,"GFP","Airpore Old 2"
3,9.132,1,65,192,"GFP","Airpore Old 3"
4,5.331,1,65,192,"GFP","Airpore Medium 1"
5,8.306,1,65,192,"GFP","Airpore Medium 2"
6,7.661,1,65,192,"GFP","background"
1,65.172,2,65,192,"RFP","Airpore Old 1"
2,58.824,2,65,192,"RFP","Airpore Old 2"
3,46.867,2,65,192,"RFP","Airpore Old 3"
4,34.479,2,65,192,"RFP","Airpore Medium 1"
5,62.415,2,65,192,"RFP","Airpore Medium 2"
6,52.764,2,65,192,"RFP","background"
1,6.12,1,66,195,"GFP","Airpore Old 1"
2,6.485,1,66,195,"GFP","Airpore Old 2"
3,9.213,1,66,195,"GFP","Airpore Old 3"
4,5.256,1,66,195,"GFP","Airpore Medium 1"
5,8.268,1,66,195,"GFP","Airpore Medium 2"
6,7.614,1,66,195,"GFP","background"
1,65.556,2,66,195,"RFP","Airpore Old 1"
2,58.816,2,66,195,"RFP","Airpore Old 2"
3,47.214,2,66,195,"RFP","Airpore Old 3"
4,35.046,2,66,195,"RFP","Airpore Medium 1"
5,62.314,2,66,195,"RFP","Airpore Medium 2"
6,52.714,2,66,195,"RFP","background"
1,6.154,1,67,198,"GFP","Airpore Old 1"
2,6.731,1,67,198,"GFP","Airpore Old 2"
3,8.81,1,67,198,"GFP","Airpore Old 3"
4,5.041,1,67,198,"GFP","Airpore Medium 1"
5,8.313,1,67,198,"GFP","Airpore Medium 2"
6,7.749,1,67,198,"GFP","background"
1,65.791,2,67,198,"RFP","Airpore Old 1"
2,58.391,2,67,198,"RFP","Airpore Old 2"
3,47.063,2,67,198,"RFP","Airpore Old 3"
4,34.962,2,67,198,"RFP","Airpore Medium 1"
5,62.164,2,67,198,"RFP","Airpore Medium 2"
6,52.608,2,67,198,"RFP","background"
1,6.214,1,68,201,"GFP","Airpore Old 1"
2,6.803,1,68,201,"GFP","Airpore Old 2"
3,8.98,1,68,201,"GFP","Airpore Old 3"
4,5.187,1,68,201,"GFP","Airpore Medium 1"
5,8.181,1,68,201,"GFP","Airpore Medium 2"
6,7.642,1,68,201,"GFP","background"
1,65.895,2,68,201,"RFP","Airpore Old 1"
2,58.883,2,68,201,"RFP","Airpore Old 2"
3,46.936,2,68,201,"RFP","Airpore Old 3"
4,34.119,2,68,201,"RFP","Airpore Medium 1"
5,62.242,2,68,201,"RFP","Airpore Medium 2"
6,52.265,2,68,201,"RFP","background"
1,6.229,1,69,204,"GFP","Airpore Old 1"
2,6.918,1,69,204,"GFP","Airpore Old 2"
3,8.941,1,69,204,"GFP","Airpore Old 3"
4,5.039,1,69,204,"GFP","Airpore Medium 1"
5,8.223,1,69,204,"GFP","Airpore Medium 2"
6,7.746,1,69,204,"GFP","background"
1,65.43,2,69,204,"RFP","Airpore Old 1"
2,59.47,2,69,204,"RFP","Airpore Old 2"
3,47.741,2,69,204,"RFP","Airpore Old 3"
4,34.412,2,69,204,"RFP","Airpore Medium 1"
5,61.891,2,69,204,"RFP","Airpore Medium 2"
6,52.753,2,69,204,"RFP","background"
1,6.151,1,70,207,"GFP","Airpore Old 1"
2,6.811,1,70,207,"GFP","Airpore Old 2"
3,8.844,1,70,207,"GFP","Airpore Old 3"
4,5.345,1,70,207,"GFP","Airpore Medium 1"
5,8.338,1,70,207,"GFP","Airpore Medium 2"
6,7.707,1,70,207,"GFP","background"
1,65.533,2,70,207,"RFP","Airpore Old 1"
2,59.133,2,70,207,"RFP","Airpore Old 2"
3,47.019,2,70,207,"RFP","Airpore Old 3"
4,34.332,2,70,207,"RFP","Airpore Medium 1"
5,62.185,2,70,207,"RFP","Airpore Medium 2"
6,52.571,2,70,207,"RFP","background"
1,6.192,1,71,210,"GFP","Airpore Old 1"
2,6.858,1,71,210,"GFP","Airpore Old 2"
3,9.067,1,71,210,"GFP","Airpore Old 3"
4,4.948,1,71,210,"GFP","Airpore Medium 1"
5,8.229,1,71,210,"GFP","Airpore Medium 2"
6,7.745,1,71,210,"GFP","background"
1,66.011,2,71,210,"RFP","Airpore Old 1"
2,58.803,2,71,210,"RFP","Airpore Old 2"
3,47.154,2,71,210,"RFP","Airpore Old 3"
4,34.536,2,71,210,"RFP","Airpore Medium 1"
5,62.838,2,71,210,"RFP","Airpore Medium 2"
6,52.772,2,71,210,"RFP","background"
1,6.333,1,72,213,"GFP","Airpore Old 1"
2,6.789,1,72,213,"GFP","Airpore Old 2"
3,9.054,1,72,213,"GFP","Airpore Old 3"
4,5.134,1,72,213,"GFP","Airpore Medium 1"
5,8.417,1,72,213,"GFP","Airpore Medium 2"
6,7.745,1,72,213,"GFP","background"
1,65.792,2,72,213,"RFP","Airpore Old 1"
2,58.909,2,72,213,"RFP","Airpore Old 2"
3,47.156,2,72,213,"RFP","Airpore Old 3"
4,34.342,2,72,213,"RFP","Airpore Medium 1"
5,62.894,2,72,213,"RFP","Airpore Medium 2"
6,52.838,2,72,213,"RFP","background"
1,6.468,1,73,216,"GFP","Airpore Old 1"
2,6.593,1,73,216,"GFP","Airpore Old 2"
3,8.92,1,73,216,"GFP","Airpore Old 3"
4,5.088,1,73,216,"GFP","Airpore Medium 1"
5,8.224,1,73,216,"GFP","Airpore Medium 2"
6,7.684,1,73,216,"GFP","background"
1,65.353,2,73,216,"RFP","Airpore Old 1"
2,59.059,2,73,216,"RFP","Airpore Old 2"
3,47.434,2,73,216,"RFP","Airpore Old 3"
4,33.822,2,73,216,"RFP","Airpore Medium 1"
5,62.773,2,73,216,"RFP","Airpore Medium 2"
6,52.938,2,73,216,"RFP","background"
1,6.19,1,74,219,"GFP","Airpore Old 1"
2,6.78,1,74,219,"GFP","Airpore Old 2"
3,8.896,1,74,219,"GFP","Airpore Old 3"
4,4.99,1,74,219,"GFP","Airpore Medium 1"
5,8.281,1,74,219,"GFP","Airpore Medium 2"
6,7.639,1,74,219,"GFP","background"
1,65.988,2,74,219,"RFP","Airpore Old 1"
2,58.13,2,74,219,"RFP","Airpore Old 2"
3,46.957,2,74,219,"RFP","Airpore Old 3"
4,34.538,2,74,219,"RFP","Airpore Medium 1"
5,63.258,2,74,219,"RFP","Airpore Medium 2"
6,52.539,2,74,219,"RFP","background"
1,6.03,1,75,222,"GFP","Airpore Old 1"
2,6.698,1,75,222,"GFP","Airpore Old 2"
3,8.747,1,75,222,"GFP","Airpore Old 3"
4,5.203,1,75,222,"GFP","Airpore Medium 1"
5,8.177,1,75,222,"GFP","Airpore Medium 2"
6,7.686,1,75,222,"GFP","background"
1,66.026,2,75,222,"RFP","Airpore Old 1"
2,58.928,2,75,222,"RFP","Airpore Old 2"
3,46.777,2,75,222,"RFP","Airpore Old 3"
4,34.456,2,75,222,"RFP","Airpore Medium 1"
5,62.311,2,75,222,"RFP","Airpore Medium 2"
6,52.447,2,75,222,"RFP","background"
1,6.072,1,76,225,"GFP","Airpore Old 1"
2,6.763,1,76,225,"GFP","Airpore Old 2"
3,8.745,1,76,225,"GFP","Airpore Old 3"
4,5.155,1,76,225,"GFP","Airpore Medium 1"
5,8.218,1,76,225,"GFP","Airpore Medium 2"
6,7.62,1,76,225,"GFP","background"
1,64.841,2,76,225,"RFP","Airpore Old 1"
2,58.722,2,76,225,"RFP","Airpore Old 2"
3,47.141,2,76,225,"RFP","Airpore Old 3"
4,34.183,2,76,225,"RFP","Airpore Medium 1"
5,62.385,2,76,225,"RFP","Airpore Medium 2"
6,52.68,2,76,225,"RFP","background"
1,6.311,1,77,228,"GFP","Airpore Old 1"
2,6.739,1,77,228,"GFP","Airpore Old 2"
3,8.994,1,77,228,"GFP","Airpore Old 3"
4,4.943,1,77,228,"GFP","Airpore Medium 1"
5,8.47,1,77,228,"GFP","Airpore Medium 2"
6,7.531,1,77,228,"GFP","background"
1,65.061,2,77,228,"RFP","Airpore Old 1"
2,58.388,2,77,228,"RFP","Airpore Old 2"
3,47.655,2,77,228,"RFP","Airpore Old 3"
4,34.194,2,77,228,"RFP","Airpore Medium 1"
5,62.535,2,77,228,"RFP","Airpore Medium 2"
6,52.286,2,77,228,"RFP","background"
1,6.366,1,78,231,"GFP","Airpore Old 1"
2,6.958,1,78,231,"GFP","Airpore Old 2"
3,8.917,1,78,231,"GFP","Airpore Old 3"
4,5.158,1,78,231,"GFP","Airpore Medium 1"
5,8.189,1,78,231,"GFP","Airpore Medium 2"
6,7.705,1,78,231,"GFP","background"
1,65.286,2,78,231,"RFP","Airpore Old 1"
2,58.519,2,78,231,"RFP","Airpore Old 2"
3,47.397,2,78,231,"RFP","Airpore Old 3"
4,34.14,2,78,231,"RFP","Airpore Medium 1"
5,61.362,2,78,231,"RFP","Airpore Medium 2"
6,52.198,2,78,231,"RFP","background"
1,6.385,1,79,234,"GFP","Airpore Old 1"
2,6.934,1,79,234,"GFP","Airpore Old 2"
3,8.977,1,79,234,"GFP","Airpore Old 3"
4,5.052,1,79,234,"GFP","Airpore Medium 1"
5,8.232,1,79,234,"GFP","Airpore Medium 2"
6,7.63,1,79,234,"GFP","background"
1,65.981,2,79,234,"RFP","Airpore Old 1"
2,58.74,2,79,234,"RFP","Airpore Old 2"
3,46.871,2,79,234,"RFP","Airpore Old 3"
4,34.101,2,79,234,"RFP","Airpore Medium 1"
5,62.166,2,79,234,"RFP","Airpore Medium 2"
6,52.362,2,79,234,"RFP","background"
1,6.176,1,80,237,"GFP","Airpore Old 1"
2,6.76,1,80,237,"GFP","Airpore Old 2"
3,9.145,1,80,237,"GFP","Airpore Old 3"
4,5.175,1,80,237,"GFP","Airpore Medium 1"
5,8.138,1,80,237,"GFP","Airpore Medium 2"
6,7.705,1,80,237,"GFP","background"
1,65.394,2,80,237,"RFP","Airpore Old 1"
2,59.089,2,80,237,"RFP","Airpore Old 2"
3,47.228,2,80,237,"RFP","Airpore Old 3"
4,33.566,2,80,237,"RFP","Airpore Medium 1"
5,62.648,2,80,237,"RFP","Airpore Medium 2"
6,52.552,2,80,237,"RFP","background"
1,6.244,1,81,240,"GFP","Airpore Old 1"
2,6.602,1,81,240,"GFP","Airpore Old 2"
3,9.007,1,81,240,"GFP","Airpore Old 3"
4,5.192,1,81,240,"GFP","Airpore Medium 1"
5,8.272,1,81,240,"GFP","Airpore Medium 2"
6,7.58,1,81,240,"GFP","background"
1,65.808,2,81,240,"RFP","Airpore Old 1"
2,58.099,2,81,240,"RFP","Airpore Old 2"
3,46.701,2,81,240,"RFP","Airpore Old 3"
4,33.739,2,81,240,"RFP","Airpore Medium 1"
5,62.989,2,81,240,"RFP","Airpore Medium 2"
6,52.736,2,81,240,"RFP","background"
1,6.127,1,82,243,"GFP","Airpore Old 1"
2,6.57,1,82,243,"GFP","Airpore Old 2"
3,9.105,1,82,243,"GFP","Airpore Old 3"
4,5.134,1,82,243,"GFP","Airpore Medium 1"
5,8.395,1,82,243,"GFP","Airpore Medium 2"
6,7.664,1,82,243,"GFP","background"
1,66.074,2,82,243,"RFP","Airpore Old 1"
2,58.888,2,82,243,"RFP","Airpore Old 2"
3,46.656,2,82,243,"RFP","Airpore Old 3"
4,33.906,2,82,243,"RFP","Airpore Medium 1"
5,62.715,2,82,243,"RFP","Airpore Medium 2"
6,52.843,2,82,243,"RFP","background"
1,6.139,1,83,246,"GFP","Airpore Old 1"
2,6.72,1,83,246,"GFP","Airpore Old 2"
3,8.955,1,83,246,"GFP","Airpore Old 3"
4,5.043,1,83,246,"GFP","Airpore Medium 1"
5,8.245,1,83,246,"GFP","Airpore Medium 2"
6,7.73,1,83,246,"GFP","background"
1,65.962,2,83,246,"RFP","Airpore Old 1"
2,59.389,2,83,246,"RFP","Airpore Old 2"
3,46.79,2,83,246,"RFP","Airpore Old 3"
4,34.057,2,83,246,"RFP","Airpore Medium 1"
5,63.765,2,83,246,"RFP","Airpore Medium 2"
6,52.467,2,83,246,"RFP","background"
1,6.321,1,84,249,"GFP","Airpore Old 1"
2,6.791,1,84,249,"GFP","Airpore Old 2"
3,8.934,1,84,249,"GFP","Airpore Old 3"
4,5.197,1,84,249,"GFP","Airpore Medium 1"
5,8.212,1,84,249,"GFP","Airpore Medium 2"
6,7.692,1,84,249,"GFP","background"
1,66.308,2,84,249,"RFP","Airpore Old 1"
2,58.205,2,84,249,"RFP","Airpore Old 2"
3,48.219,2,84,249,"RFP","Airpore Old 3"
4,34.104,2,84,249,"RFP","Airpore Medium 1"
5,62.587,2,84,249,"RFP","Airpore Medium 2"
6,52.539,2,84,249,"RFP","background"
1,6.17,1,85,252,"GFP","Airpore Old 1"
2,6.811,1,85,252,"GFP","Airpore Old 2"
3,8.763,1,85,252,"GFP","Airpore Old 3"
4,5.017,1,85,252,"GFP","Airpore Medium 1"
5,8.37,1,85,252,"GFP","Airpore Medium 2"
6,7.667,1,85,252,"GFP","background"
1,65.698,2,85,252,"RFP","Airpore Old 1"
2,59.027,2,85,252,"RFP","Airpore Old 2"
3,46.965,2,85,252,"RFP","Airpore Old 3"
4,34.129,2,85,252,"RFP","Airpore Medium 1"
5,62.907,2,85,252,"RFP","Airpore Medium 2"
6,52.65,2,85,252,"RFP","background"
1,6.014,1,86,255,"GFP","Airpore Old 1"
2,6.661,1,86,255,"GFP","Airpore Old 2"
3,8.851,1,86,255,"GFP","Airpore Old 3"
4,5.183,1,86,255,"GFP","Airpore Medium 1"
5,8.396,1,86,255,"GFP","Airpore Medium 2"
6,7.676,1,86,255,"GFP","background"
1,66.033,2,86,255,"RFP","Airpore Old 1"
2,58.237,2,86,255,"RFP","Airpore Old 2"
3,47.376,2,86,255,"RFP","Airpore Old 3"
4,33.779,2,86,255,"RFP","Airpore Medium 1"
5,63.135,2,86,255,"RFP","Airpore Medium 2"
6,52.425,2,86,255,"RFP","background"
1,6.104,1,87,258,"GFP","Airpore Old 1"
2,6.538,1,87,258,"GFP","Airpore Old 2"
3,8.585,1,87,258,"GFP","Airpore Old 3"
4,5.214,1,87,258,"GFP","Airpore Medium 1"
5,8.4,1,87,258,"GFP","Airpore Medium 2"
6,7.608,1,87,258,"GFP","background"
1,65.794,2,87,258,"RFP","Airpore Old 1"
2,58.683,2,87,258,"RFP","Airpore Old 2"
3,48.215,2,87,258,"RFP","Airpore Old 3"
4,33.847,2,87,258,"RFP","Airpore Medium 1"
5,62.626,2,87,258,"RFP","Airpore Medium 2"
6,52.338,2,87,258,"RFP","background"
1,6.163,1,88,261,"GFP","Airpore Old 1"
2,6.616,1,88,261,"GFP","Airpore Old 2"
3,9.071,1,88,261,"GFP","Airpore Old 3"
4,5.097,1,88,261,"GFP","Airpore Medium 1"
5,8.152,1,88,261,"GFP","Airpore Medium 2"
6,7.597,1,88,261,"GFP","background"
1,66.737,2,88,261,"RFP","Airpore Old 1"
2,58.338,2,88,261,"RFP","Airpore Old 2"
3,47.574,2,88,261,"RFP","Airpore Old 3"
4,33.6,2,88,261,"RFP","Airpore Medium 1"
5,62.281,2,88,261,"RFP","Airpore Medium 2"
6,52.401,2,88,261,"RFP","background"
1,6.103,1,89,264,"GFP","Airpore Old 1"
2,6.658,1,89,264,"GFP","Airpore Old 2"
3,8.503,1,89,264,"GFP","Airpore Old 3"
4,5.033,1,89,264,"GFP","Airpore Medium 1"
5,8.186,1,89,264,"GFP","Airpore Medium 2"
